113478,1,35.63946851,139.8028973,40.7016,0.029147959,-0.024629412,-0.013707483
113478.2,1,35.6394685,139.8028973,40.7091,0.015505124,-0.013101504,-0.007727765
113478.4,1,35.6394685,139.8028973,40.7085,0.001862289,-0.001573595,-0.001748048
113478.6,1,35.63946849,139.8028973,40.7115,-0.011780546,0.009954313,0.004231669
113478.8,1,35.63946848,139.8028973,40.7083,0.007463123,-0.006306183,-0.013831502
113479,1,35.6394685,139.8028973,40.701,0.027596042,-0.023318073,-0.012250775
113479.2,1,35.6394685,139.8028973,40.7017,-0.002172671,0.001835863,0.002039389
113479.4,1,35.63946848,139.8028973,40.7026,-0.007731621,0.006533056,-0.006395075
113479.6,1,35.63946847,139.8028973,40.7075,-0.017677785,0.014937357,0.009767152
113479.8,1,35.63946848,139.8028973,40.7081,0.000606799,-0.000512733,0.006256627
113480,1,35.6394685,139.8028973,40.701,0.026975279,-0.022793543,-0.011668094
113480.2,1,35.6394685,139.8028973,40.7022,-0.00372458,0.003147193,0.003496096
113480.4,1,35.63946848,139.8028973,40.7039,-0.010214671,0.008631181,-0.004064345
113480.6,1,35.63946848,139.8028973,40.7068,-0.009001063,0.007605709,0.008448903
113480.8,1,35.63946848,139.8028973,40.7043,0.007759538,-0.006556644,-0.007283536
113481,1,35.6394685,139.8028973,40.704,0.005869332,-0.004959463,0.008143124
113481.2,1,35.63946849,139.8028973,40.7005,0.008394257,-0.007092971,-0.014705525
113481.4,1,35.63946851,139.8028973,40.6981,0.012387349,-0.010467048,0.002024954
113481.6,1,35.6394685,139.8028973,40.7005,-0.009918252,0.008380713,0.002483623
113481.8,1,35.6394685,139.8028973,40.6992,0.00403496,-0.003409456,-0.003787442
113482,1,35.63946851,139.8028973,40.6979,0.006504054,-0.005495786,0.000721137
113482.2,1,35.63946851,139.8028973,40.698,-0.000310382,0.000262265,0.000291341
113482.4,1,35.63946851,139.8028973,40.6963,0.005276487,-0.004458521,-0.004952806
113482.6,1,35.63946849,139.8028973,40.7034,-0.026975281,0.022793543,0.011668094
113482.8,1,35.63946849,139.8028973,40.702,0.004345342,-0.003671723,-0.004078781
113483,1,35.63946851,139.8028973,40.7024,0.003696664,-0.003123602,0.010182518
113483.2,1,35.6394685,139.8028973,40.7064,-0.014884358,0.012576969,0.007145084
